customer_id,customer_name,email,registration_date,customer_type
C0430,Customer 430,customer430@gmail.com,2026-04-24,REGULAR
C0431,Customer 431,customer431@gmail.com,2025-11-21,VIP
C0432,Customer 432,customer432@gmail.com,2025-05-30,VIP
C0433,Customer 433,customer433@gmail.com,2024-04-22,PREMIUM
C0434,Customer 434,customer434gmail.com,2025-01-07,REGULAR
C0435,Customer 435,customer435@gmail.com,2024-08-21,VIP
C0436,Customer 436,customer436@gmail.com,2024-11-19,PREMIUM
C0437,Customer 437,customer437@gmail.com,2023-11-21,PREMIUM
C0438,Customer 438,customer438@gmail.com,2025-11-13,PREMIUM
C0439,Customer 439,customer439@gmail.com,2024-01-17,VIP
C0440,Customer 440,customer440@gmail.com,2024-10-24,REGULAR
C0441,Customer 441,customer441@gmail.com,2024-09-28,PREMIUM
C0442,Customer 442,customer442@gmail.com,2025-09-04,VIP
C0443,Customer 443,customer443@gmail.com,2026-02-17,REGULAR
C0444,Customer 444,customer444@gmail.com,2025-09-02,PREMIUM
C0445,Customer 445,customer445@gmail.com,2025-11-12,VIP
C0446,Customer 446,customer446@gmail.com,2025-04-02,PREMIUM
C0447,Customer 447,customer447@gmail.com,2024-06-10,VIP
C0448,Customer 448,customer448@gmail.com,2025-05-07,VIP
C0449,Customer 449,customer449@gmail.com,2026-02-02,PREMIUM
C0450,Customer 450,customer450@gmail.com,2024-03-09,PREMIUM
C0451,Customer 451,customer451@gmail.com,2023-11-22,PREMIUM
C0452,Customer 452,customer452@gmail.com,2025-06-26,REGULAR
C0453,Customer 453,customer453@gmail.com,2025-11-11,PREMIUM
C0454,Customer 454,customer454@gmail.com,2024-08-07,PREMIUM
C0455,Customer 455,customer455@gmail.com,2024-09-18,PREMIUM
C0456,Customer 456,customer456@gmail.com,2025-10-01,REGULAR
C0457,Customer 457,customer457@gmail.com,2024-02-23,PREMIUM
C0458,Customer 458,customer458@gmail.com,2025-12-05,VIP
C0459,Customer 459,customer459@gmail.com,2026-06-19,REGULAR
C0460,Customer 460,customer460@gmail.com,2025-11-03,REGULAR
C0461,Customer 461,customer461@gmail.com,2025-12-12,REGULAR
C0462,Customer 462,customer462@gmail.com,2024-12-20,REGULAR
C0463,Customer 463,customer463@gmail.com,2024-03-30,REGULAR
C0464,Customer 464,customer464@gmail.com,2026-02-09,VIP
C0465,Customer 465,customer465gmail.com,2024-02-12,REGULAR
C0466,Customer 466,customer466@gmail.com,2025-01-03,PREMIUM
C0467,Customer 467,customer467@gmail.com,2026-03-20,VIP
C0468,Customer 468,customer468@gmail.com,2026-02-26,REGULAR
C0469,Customer 469,customer469@gmail.com,2024-04-24,REGULAR
C0470,Customer 470,customer470@gmail.com,2026-06-24,REGULAR
C0471,Customer 471,customer471@gmail.com,2026-03-03,VIP
C0472,Customer 472,customer472@gmail.com,2026-03-16,VIP
C0473,Customer 473,customer473@gmail.com,2025-04-07,PREMIUM
C0474,Customer 474,customer474@gmail.com,2026-03-21,PREMIUM
C0475,Customer 475,customer475@gmail.com,2023-11-15,VIP
C0476,Customer 476,customer476@gmail.com,2024-04-29,VIP
C0477,Customer 477,customer477@gmail.com,2025-03-28,VIP
C0478,Customer 478,customer478@gmail.com,2026-05-09,PREMIUM
C0479,Customer 479,customer479@gmail.com,2025-04-30,VIP
C0480,Customer 480,customer480@gmail.com,2024-07-11,PREMIUM
C0481,Customer 481,customer481@gmail.com,2026-04-19,PREMIUM
C0482,Customer 482,customer482@gmail.com,2026-05-04,REGULAR
C0483,Customer 483,customer483@gmail.com,2024-09-30,VIP
C0484,Customer 484,customer484@gmail.com,2025-08-12,PREMIUM
C0485,Customer 485,customer485@gmail.com,2025-01-13,PREMIUM
C0486,Customer 486,customer486@gmail.com,2024-10-29,PREMIUM
C0487,Customer 487,customer487@gmail.com,2024-07-22,REGULAR
C0488,Customer 488,customer488@gmail.com,2024-09-12,VIP
C0489,Customer 489,customer489@gmail.com,2025-12-02,PREMIUM
C0490,Customer 490,customer490@gmail.com,2025-11-19,PREMIUM
C0491,Customer 491,customer491@gmail.com,2025-04-02,PREMIUM
C0492,Customer 492,customer492@gmail.com,2026-04-04,PREMIUM
C0493,Customer 493,customer493@gmail.com,2024-08-28,PREMIUM
C0494,Customer 494,customer494@gmail.com,2026-02-04,VIP
C0495,Customer 495,customer495@gmail.com,2026-05-03,REGULAR
C0496,Customer 496,customer496@gmail.com,2026-04-06,PREMIUM
C0497,Customer 497,customer497@gmail.com,2024-06-14,PREMIUM
C0498,Customer 498,customer498@gmail.com,2024-12-18,REGULAR
C0499,Customer 499,customer499@gmail.com,2024-12-12,VIP
C0500,Customer 500,customer500@gmail.com,2026-03-07,PREMIUM
